country,player_name,display_name,position,role_group,sub_role,club_reference,fan_importance,expected_role,priority_tier,selection_status,source_type,last_updated,notes
Ghana,Thomas Partey,Thomas Partey,Midfielder,Midfielder,Defensive midfielder,Arsenal,8,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Ghana,Antoine Semenyo,Antoine Semenyo,Forward,Winger,Forward / winger,Bournemouth,7,Attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Ghana,Iñaki Williams,Iñaki Williams,Forward,Forward,Forward,Athletic Club,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Ghana,Jordan Ayew,Jordan Ayew,Forward,Forward,Forward,Leicester City,6,Experienced attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Haiti,Duckens Nazon,Duckens Nazon,Forward,Striker,Striker,,7,Key striker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Haiti,Frantzdy Pierrot,Frantzdy Pierrot,Forward,Striker,Forward,,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Haiti,Danley Jean Jacques,Danley Jean Jacques,Midfielder,Midfielder,Midfielder,,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Haiti,Ricardo Adé,Ricardo Adé,Defender,Defender,Defender,,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
IR Iran,Mehdi Taremi,Mehdi Taremi,Forward,Striker,Striker,Inter,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
IR Iran,Sardar Azmoun,Sardar Azmoun,Forward,Striker,Forward,,8,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
IR Iran,Alireza Jahanbakhsh,Alireza Jahanbakhsh,Forward,Winger,Winger,,7,Experienced attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
IR Iran,Hossein Kanaani,Hossein Kanaani,Defender,Defender,Centre-back,,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
IR Iran,Saman Ghoddos,Saman Ghoddos,Midfielder,Midfielder,Midfielder,,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Iraq,Aymen Hussein,Aymen Hussein,Forward,Striker,Striker,,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Iraq,Ali Jasim,Ali Jasim,Forward,Winger,Winger,,7,Young attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Iraq,Zidane Iqbal,Zidane Iqbal,Midfielder,Midfielder,Central midfielder,,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Iraq,Hussein Ali,Hussein Ali,Defender,Defender,Right-back,,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Kaoru Mitoma,Kaoru Mitoma,Forward,Winger,Left winger,Brighton,9,Key winger,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Takefusa Kubo,Takefusa Kubo,Forward,Winger,Right winger / creator,Real Sociedad,9,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Wataru Endo,Wataru Endo,Midfielder,Midfielder,Defensive midfielder,Liverpool,8,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Daichi Kamada,Daichi Kamada,Midfielder,Attacking Midfielder,Creator,Crystal Palace,7,Creative midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Hidemasa Morita,Hidemasa Morita,Midfielder,Midfielder,Central midfielder,Sporting CP,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Japan,Ko Itakura,Ko Itakura,Defender,Defender,Centre-back,Borussia Mönchengladbach,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Jordan,Musa Al-Taamari,Musa Al-Taamari,Forward,Winger,Right winger,Montpellier,8,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Jordan,Yazan Al-Naimat,Yazan Al-Naimat,Forward,Striker,Striker,,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Jordan,Abdallah Nasib,Abdallah Nasib,Defender,Defender,Centre-back,,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Jordan,Nizar Al-Rashdan,Nizar Al-Rashdan,Midfielder,Midfielder,Midfielder,,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Mexico,Edson Álvarez,Edson Álvarez,Midfielder,Midfielder,Defensive midfielder,West Ham United,8,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Mexico,Hirving Lozano,Hirving Lozano,Forward,Winger,Winger,San Diego FC,8,Wide attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Mexico,Santiago Giménez,Santiago Giménez,Forward,Striker,Striker,AC Milan,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Mexico,Guillermo Ochoa,Guillermo Ochoa,Goalkeeper,Goalkeeper,Goalkeeper,,7,Experienced goalkeeper,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Mexico,Luis Chávez,Luis Chávez,Midfielder,Midfielder,Central midfielder,,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Achraf Hakimi,Achraf Hakimi,Defender,Defender,Right-back,Paris Saint-Germain,10,Key full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Brahim Díaz,Brahim Díaz,Midfielder,Attacking Midfielder,Creator,Real Madrid,8,Creative attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Hakim Ziyech,Hakim Ziyech,Forward,Winger,Creator / winger,,8,Creative attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Noussair Mazraoui,Noussair Mazraoui,Defender,Defender,Full-back,Manchester United,8,Full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Sofyan Amrabat,Sofyan Amrabat,Midfielder,Midfielder,Defensive midfielder,Fenerbahçe,8,Midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Yassine Bounou,Yassine Bounou,Goalkeeper,Goalkeeper,Goalkeeper,Al Hilal,8,Goalkeeper leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Morocco,Youssef En-Nesyri,Youssef En-Nesyri,Forward,Striker,Striker,Fenerbahçe,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Virgil van Dijk,Virgil van Dijk,Defender,Defender,Centre-back,Liverpool,10,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Frenkie de Jong,Frenkie de Jong,Midfielder,Midfielder,Central midfielder,Barcelona,9,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Cody Gakpo,Cody Gakpo,Forward,Winger,Forward / winger,Liverpool,8,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Denzel Dumfries,Denzel Dumfries,Defender,Defender,Right wing-back,Inter,8,Attacking full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Memphis Depay,Memphis Depay,Forward,Striker,Forward,Corinthians,8,Experienced attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Nathan Aké,Nathan Aké,Defender,Defender,Centre-back / left-back,Manchester City,8,Defender,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Xavi Simons,Xavi Simons,Midfielder,Attacking Midfielder,Creator,RB Leipzig,8,Creative midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Netherlands,Micky van de Ven,Micky van de Ven,Defender,Defender,Centre-back,Tottenham Hotspur,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
New Zealand,Chris Wood,Chris Wood,Forward,Striker,Striker,Nottingham Forest,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
New Zealand,Joe Bell,Joe Bell,Midfielder,Midfielder,Midfielder,,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
New Zealand,Liberato Cacace,Liberato Cacace,Defender,Defender,Left-back,Empoli,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
New Zealand,Sarpreet Singh,Sarpreet Singh,Midfielder,Attacking Midfielder,Creator,,6,Creator,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Norway,Erling Haaland,Erling Haaland,Forward,Striker,Striker,Manchester City,10,Global star / striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Norway,Martin Ødegaard,Martin Ødegaard,Midfielder,Attacking Midfielder,Creator,Arsenal,10,Captain / creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Norway,Alexander Sørloth,Alexander Sørloth,Forward,Striker,Striker,Atlético Madrid,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Norway,Oscar Bobb,Oscar Bobb,Forward,Winger,Winger,Manchester City,6,Young attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Norway,Sander Berge,Sander Berge,Midfielder,Midfielder,Central midfielder,Fulham,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Panama,Adalberto Carrasquilla,Adalberto Carrasquilla,Midfielder,Midfielder,Central midfielder,,7,Midfield leader,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Panama,Michael Murillo,Michael Murillo,Defender,Defender,Right-back,Marseille,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Panama,Aníbal Godoy,Aníbal Godoy,Midfielder,Midfielder,Midfielder,,6,Experienced midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Panama,José Fajardo,José Fajardo,Forward,Striker,Striker,,6,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Paraguay,Julio Enciso,Julio Enciso,Forward,Forward,Forward,Brighton,8,Young attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Paraguay,Miguel Almirón,Miguel Almirón,Midfielder,Attacking Midfielder,Attacking midfielder / winger,Newcastle United,8,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Paraguay,Gustavo Gómez,Gustavo Gómez,Defender,Defender,Centre-back,Palmeiras,7,Defensive leader,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Paraguay,Ramón Sosa,Ramón Sosa,Forward,Winger,Winger,,7,Wide attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Cristiano Ronaldo,Cristiano Ronaldo,Forward,Striker,Striker,Al Nassr,10,Global star / striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Bernardo Silva,Bernardo Silva,Midfielder,Attacking Midfielder,Wide/central creator,Manchester City,9,Key creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Bruno Fernandes,Bruno Fernandes,Midfielder,Attacking Midfielder,Creator,Manchester United,9,Key creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Rúben Dias,Rúben Dias,Defender,Defender,Centre-back,Manchester City,9,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Vitinha,Vitinha,Midfielder,Midfielder,Central midfielder,Paris Saint-Germain,9,Key midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Diogo Costa,Diogo Costa,Goalkeeper,Goalkeeper,Goalkeeper,Porto,8,Goalkeeper option,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,João Neves,João Neves,Midfielder,Midfielder,Central midfielder,Paris Saint-Germain,8,Young midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Nuno Mendes,Nuno Mendes,Defender,Defender,Left-back,Paris Saint-Germain,8,Key full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Portugal,Rafael Leão,Rafael Leão,Forward,Winger,Left winger,AC Milan,8,Key winger,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Qatar,Akram Afif,Akram Afif,Forward,Winger,Creator / winger,Al Sadd,9,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Qatar,Almoez Ali,Almoez Ali,Forward,Striker,Striker,Al Duhail,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Qatar,Hassan Al-Haydos,Hassan Al-Haydos,Midfielder,Attacking Midfielder,Creator,Al Sadd,7,Experienced creator,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Qatar,Boualem Khoukhi,Boualem Khoukhi,Defender,Defender,Defender,,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Salem Al-Dawsari,Salem Al-Dawsari,Forward,Winger,Left winger,Al Hilal,8,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Firas Al-Buraikan,Firas Al-Buraikan,Forward,Striker,Striker,Al Ahli,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Saud Abdulhamid,Saud Abdulhamid,Defender,Defender,Right-back,Roma,7,Key full-back,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Hassan Al-Tambakti,Hassan Al-Tambakti,Defender,Defender,Centre-back,Al Hilal,6,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Mohamed Kanno,Mohamed Kanno,Midfielder,Midfielder,Central midfielder,Al Hilal,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Saleh Al-Shehri,Saleh Al-Shehri,Forward,Striker,Striker,,6,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Saudi Arabia,Nawaf Al-Aqidi,Nawaf Al-Aqidi,Goalkeeper,Goalkeeper,Goalkeeper,Al Nassr,5,Goalkeeper option,C,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Scotland,Andy Robertson,Andy Robertson,Defender,Defender,Left-back,Liverpool,9,Captain / full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Scotland,John McGinn,John McGinn,Midfielder,Midfielder,Central midfielder,Aston Villa,8,Midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Scotland,Scott McTominay,Scott McTominay,Midfielder,Midfielder,Box-to-box midfielder,Napoli,8,Goal-scoring midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Scotland,Billy Gilmour,Billy Gilmour,Midfielder,Midfielder,Central midfielder,Napoli,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Scotland,Kieran Tierney,Kieran Tierney,Defender,Defender,Left-back / centre-back,Arsenal,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Sadio Mané,Sadio Mané,Forward,Winger,Forward / winger,Al Nassr,9,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Kalidou Koulibaly,Kalidou Koulibaly,Defender,Defender,Centre-back,Al Hilal,8,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Nicolas Jackson,Nicolas Jackson,Forward,Striker,Striker,Chelsea,8,Forward option,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Pape Matar Sarr,Pape Matar Sarr,Midfielder,Midfielder,Central midfielder,Tottenham Hotspur,8,Midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Ismaïla Sarr,Ismaïla Sarr,Forward,Winger,Winger,Crystal Palace,7,Wide attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Senegal,Édouard Mendy,Édouard Mendy,Goalkeeper,Goalkeeper,Goalkeeper,Al Ahli,7,Goalkeeper option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Africa,Ronwen Williams,Ronwen Williams,Goalkeeper,Goalkeeper,Goalkeeper,Mamelodi Sundowns,8,Goalkeeper leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Africa,Percy Tau,Percy Tau,Forward,Forward,Forward,,7,Key attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Africa,Teboho Mokoena,Teboho Mokoena,Midfielder,Midfielder,Central midfielder,Mamelodi Sundowns,7,Midfield leader,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Africa,Themba Zwane,Themba Zwane,Midfielder,Attacking Midfielder,Creator,Mamelodi Sundowns,7,Creative leader,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Korea,Son Heung-min,Son Heung-min,Forward,Winger,Forward / winger,Tottenham Hotspur,10,Global star / captain,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Korea,Kim Min-jae,Kim Min-jae,Defender,Defender,Centre-back,Bayern Munich,9,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Korea,Lee Kang-in,Lee Kang-in,Midfielder,Attacking Midfielder,Creator,Paris Saint-Germain,8,Creative midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Korea,Hwang Hee-chan,Hwang Hee-chan,Forward,Forward,Forward,Wolves,7,Attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
South Korea,Cho Gue-sung,Cho Gue-sung,Forward,Striker,Striker,,6,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Lamine Yamal,Lamine Yamal,Forward,Winger,Right winger,Barcelona,10,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Pedri,Pedri,Midfielder,Midfielder,Central midfielder / creator,Barcelona,10,Key creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Rodri,Rodri,Midfielder,Midfielder,Defensive midfielder,Manchester City,10,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Nico Williams,Nico Williams,Forward,Winger,Left winger,Athletic Club,9,Key winger,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Dani Carvajal,Dani Carvajal,Defender,Defender,Right-back,Real Madrid,8,Experienced full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Dani Olmo,Dani Olmo,Midfielder,Attacking Midfielder,Attacking midfielder,Barcelona,8,Creative midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Fabián Ruiz,Fabián Ruiz,Midfielder,Midfielder,Central midfielder,Paris Saint-Germain,8,Midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Gavi,Gavi,Midfielder,Midfielder,Central midfielder,Barcelona,8,Key/rotation midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Aymeric Laporte,Aymeric Laporte,Defender,Defender,Centre-back,,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Unai Simón,Unai Simón,Goalkeeper,Goalkeeper,Goalkeeper,Athletic Club,7,Goalkeeper option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Spain,Álvaro Morata,Álvaro Morata,Forward,Striker,Striker,,7,Striker option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Switzerland,Granit Xhaka,Granit Xhaka,Midfielder,Midfielder,Central midfielder,Bayer Leverkusen,9,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Switzerland,Gregor Kobel,Gregor Kobel,Goalkeeper,Goalkeeper,Goalkeeper,Borussia Dortmund,8,Goalkeeper option,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Switzerland,Manuel Akanji,Manuel Akanji,Defender,Defender,Centre-back,Manchester City,8,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Switzerland,Breel Embolo,Breel Embolo,Forward,Striker,Striker,Monaco,7,Forward option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
